"Gene","Entry.Name","UniProt.ID","Description","logFC","P.Val","adj.P.Val","log.P.Val","log.adj.P.Val","n_data_points_BK516_Ctrl","n_data_points_BK516_Cflag","imputed_BK516_Cflag","imputed_BK516_Ctrl","is_significant"
"GENE0508","GENE0508_HUMAN","P14857","Protein GENE0508",-0.0871,0.331786,0.143509,0.2256,0.8431,3,3,FALSE,FALSE,FALSE
"GENE2403","GENE2403_HUMAN","P58459","Protein GENE2403",0.1134,1,0.834623,0,0.0785,3,6,FALSE,FALSE,FALSE
"GENE2520","GENE2520_HUMAN","P05093","Protein GENE2520",-0.6547,0.609173,0.580778,0,0.236,5,3,FALSE,FALSE,FALSE
"GENE1806","GENE1806_HUMAN","P22137","Protein GENE1806",0.4064,1,0.408595,0,0.3887,2,4,FALSE,FALSE,FALSE
"GPATCH8","GPATCH8_HUMAN","P75673","Protein GPATCH8",0.3622,1,0.44481,0,0.3518,2,4,FALSE,FALSE,FALSE
"GENE2401","GENE2401_HUMAN","P75651","Protein GENE2401",-0.3916,1,0.294619,0,0.5307,5,5,FALSE,FALSE,FALSE
"GENE2368","GENE2368_HUMAN","P96940","Protein GENE2368",-0.0845,0.662149,0.148478,0.1824,0.8283,3,3,FALSE,FALSE,FALSE
"GENE2884","GENE2884_HUMAN","P30552","Protein GENE2884",0.7716,1,0.753239,0,0.1231,2,6,FALSE,FALSE,FALSE
"GENE2154","GENE2154_HUMAN","P20523","Protein GENE2154",-0.5528,0.449123,0.200882,0.219,0.6971,5,4,FALSE,FALSE,FALSE
"GENE0636","GENE0636_HUMAN","P41953","Protein GENE0636",0.1347,1,0.8721,0,0.0594,3,4,FALSE,FALSE,FALSE
"GENE0429","GENE0429_HUMAN","P91786","Protein GENE0429",-0.7473,1,0.762958,0.0195,0.1175,5,2,FALSE,FALSE,FALSE
"GENE2899","GENE2899_HUMAN","P74965","Protein GENE2899",0.5337,1,0.655436,0,0.1835,6,2,FALSE,FALSE,FALSE
"GENE2859","GENE2859_HUMAN","P49265","Protein GENE2859",-0.1295,0.727032,0.224297,0.5559,0.6492,6,6,FALSE,FALSE,FALSE
"GENE2688","GENE2688_HUMAN","P77116","Protein GENE2688",-0.111,1,0.927126,0,0.0329,4,5,FALSE,FALSE,FALSE
"GENE0659","GENE0659_HUMAN","P28662","Protein GENE0659",-0.1104,0.372928,0.112778,0.3169,0.9478,4,3,FALSE,FALSE,FALSE
"GENE0052","GENE0052_HUMAN","P85479","Protein GENE0052",-0.4145,1,0.788194,0,0.1034,3,6,FALSE,FALSE,FALSE
"GENE2700","GENE2700_HUMAN","P47577","Protein GENE2700",0.7969,1,0.914605,0,0.0388,4,4,FALSE,FALSE,FALSE
"GENE1436","GENE1436_HUMAN","P52875","Protein GENE1436",0.0761,0.270536,0.109449,0.4676,0.9608,2,6,FALSE,FALSE,FALSE
"GENE2756","GENE2756_HUMAN","P94310","Protein GENE2756",0.7333,1,0.954753,0,0.0201,3,4,FALSE,FALSE,FALSE
"GENE0243","GENE0243_HUMAN","P01062","Protein GENE0243",-0.1085,0.567882,0.516045,0,0.2873,4,4,FALSE,FALSE,FALSE
"GENE0491","GENE0491_HUMAN","P54886","Protein GENE0491",0.0559,1,0.66839,0,0.175,6,5,FALSE,FALSE,FALSE
"GENE1557","GENE1557_HUMAN","P11279","Protein GENE1557",-0.2648,0.421058,0.139316,0.6974,0.856,4,2,FALSE,TRUE,FALSE
"GENE0216","GENE0216_HUMAN","P48827","Protein GENE0216",-0.1513,0.233498,0.119536,0.8368,0.9225,4,2,FALSE,FALSE,FALSE
"GENE2254","GENE2254_HUMAN","P24853","Protein GENE2254",0.6227,1,0.324465,0,0.4888,2,3,FALSE,FALSE,FALSE
"GENE0290","GENE0290_HUMAN","P36719","Protein GENE0290",-0.0598,0.701091,0.550557,0,0.2592,5,3,FALSE,FALSE,FALSE
"GENE0385","GENE0385_HUMAN","P23946","Protein GENE0385",-0.4277,0.664223,0.466574,0.271,0.3311,2,2,FALSE,FALSE,FALSE
"GENE2800","GENE2800_HUMAN","P82350","Protein GENE2800",0.5978,1,0.569975,0,0.2441,4,2,FALSE,FALSE,FALSE
"GENE1571","GENE1571_HUMAN","P72493","Protein GENE1571",0.163,0.392103,0.336117,0.4057,0.4735,3,2,TRUE,FALSE,FALSE
"GENE1345","GENE1345_HUMAN","P95980","Protein GENE1345",3.7416,0.016366,0.006242,1.7663,2.2046,5,6,FALSE,FALSE,TRUE
"GENE1724","GENE1724_HUMAN","P61534","Protein GENE1724",0.2369,1,0.923087,0,0.0348,5,6,FALSE,FALSE,FALSE
"GENE1084","GENE1084_HUMAN","P09956","Protein GENE1084",-0.0095,1,0.442936,0.3019,0.3537,4,3,FALSE,FALSE,FALSE
"GENE2591","GENE2591_HUMAN","P58921","Protein GENE2591",0.2856,0.524196,0.171297,0.101,0.7663,3,3,FALSE,FALSE,FALSE
"GENE1442","GENE1442_HUMAN","P62781","Protein GENE1442",0.412,0.31727,0.184538,0.3906,0.7339,6,2,FALSE,FALSE,FALSE
"GENE2866","GENE2866_HUMAN","P76366","Protein GENE2866",0.1367,0.720465,0.174028,0.1459,0.7594,3,2,TRUE,TRUE,FALSE
"GENE1539","GENE1539_HUMAN","P23946","Protein GENE1539",3.4765,0.089646,0.03681,0.9062,1.434,3,4,FALSE,FALSE,TRUE
"GENE0653","GENE0653_HUMAN","P04331","Protein GENE0653",0.0162,1,0.872201,0,0.0594,5,3,FALSE,FALSE,FALSE
"GENE1688","GENE1688_HUMAN","P03745","Protein GENE1688",0.2312,1,0.763356,0,0.1173,3,5,TRUE,FALSE,FALSE
"GENE0989","GENE0989_HUMAN","P33916","Protein GENE0989",-0.7291,1,0.446623,0,0.3501,3,3,FALSE,FALSE,FALSE
"GENE1375","GENE1375_HUMAN","P85679","Protein GENE1375",-0.4898,0.976327,0.367283,0,0.435,5,5,FALSE,FALSE,FALSE
"GENE0351","GENE0351_HUMAN","P92232","Protein GENE0351",0.3198,1,0.797163,0,0.0985,3,4,FALSE,FALSE,FALSE
"GENE1978","GENE1978_HUMAN","P60593","Protein GENE1978",-0.0367,1,0.806701,0,0.0933,4,3,FALSE,FALSE,FALSE
"GENE1153","GENE1153_HUMAN","P57857","Protein GENE1153",-0.3612,1,0.74349,0,0.1287,6,6,FALSE,TRUE,FALSE
"GENE1937","GENE1937_HUMAN","P64219","Protein GENE1937",0.5917,1,0.531112,0,0.2748,5,3,TRUE,FALSE,FALSE
"GENE2550","GENE2550_HUMAN","P57690","Protein GENE2550",-0.1626,1,0.721884,0,0.1415,5,5,FALSE,FALSE,FALSE
"GENE0258","GENE0258_HUMAN","P28153","Protein GENE0258",0.2359,0.59918,0.291654,0.2359,0.5351,4,3,FALSE,FALSE,FALSE
"GENE2349","GENE2349_HUMAN","P55237","Protein GENE2349",0.0028,1,0.539873,0,0.2677,2,3,FALSE,FALSE,FALSE
"GENE2577","GENE2577_HUMAN","P55457","Protein GENE2577",0.2054,0.986407,0.732545,0,0.1352,5,5,FALSE,FALSE,FALSE
"GENE0071","GENE0071_HUMAN","P44122","Protein GENE0071",-0.2397,1,0.570098,0.0518,0.2441,6,4,FALSE,FALSE,FALSE
"GENE2087","GENE2087_HUMAN","P86348","Protein GENE2087",-0.1045,1,0.903024,0,0.0443,5,3,FALSE,TRUE,FALSE
"GENE2069","GENE2069_HUMAN","P58118","Protein GENE2069",0.3857,1,0.575699,0.1282,0.2398,3,5,FALSE,TRUE,FALSE
"GENE2322","GENE2322_HUMAN","P83874","Protein GENE2322",-3.8221,0.036001,0.008067,1.8692,2.0933,5,5,FALSE,TRUE,TRUE
"GENE1059","GENE1059_HUMAN","P73445","Protein GENE1059",-0.2878,1,0.874798,0,0.0581,4,3,FALSE,FALSE,FALSE
"GENE1593","GENE1593_HUMAN","P11763","Protein GENE1593",-0.3857,1,0.9942,0,0.0025,5,3,FALSE,FALSE,FALSE
"GENE0889","GENE0889_HUMAN","P67208","Protein GENE0889",-2.5516,0.074169,0.042994,0.8428,1.3666,2,3,FALSE,FALSE,TRUE
"GENE1934","GENE1934_HUMAN","P68834","Protein GENE1934",3.9144,0.054598,0.024585,0.9505,1.6093,5,6,FALSE,FALSE,TRUE
"GENE0524","GENE0524_HUMAN","P69597","Protein GENE0524",4.13,0.104955,0.026068,1.2328,1.5839,5,4,TRUE,FALSE,TRUE
"GENE2694","GENE2694_HUMAN","P33600","Protein GENE2694",5e-04,0.307043,0.085063,0.4647,1.0703,5,3,FALSE,FALSE,FALSE
"GENE2741","GENE2741_HUMAN","P51327","Protein GENE2741",0.2176,1,0.61761,0,0.2093,5,3,FALSE,FALSE,FALSE
"GENE1351","GENE1351_HUMAN","P19802","Protein GENE1351",-0.2971,1,0.960131,0,0.0177,5,3,FALSE,FALSE,FALSE
"GENE1720","GENE1720_HUMAN","P22634","Protein GENE1720",0.0234,1,0.415314,0,0.3816,3,2,FALSE,FALSE,FALSE
"GENE2778","GENE2778_HUMAN","P39742","Protein GENE2778",0.2785,1,0.977343,0,0.01,2,4,TRUE,FALSE,FALSE
"GENE2314","GENE2314_HUMAN","P24957","Protein GENE2314",0.2413,1,0.569353,0,0.2446,5,2,FALSE,FALSE,FALSE
"GENE1900","GENE1900_HUMAN","P74039","Protein GENE1900",0.3059,0.797925,0.244662,0.0982,0.6114,2,4,FALSE,FALSE,FALSE
"GENE2870","GENE2870_HUMAN","P43708","Protein GENE2870",-0.0762,0.524408,0.136767,0.2296,0.864,5,4,FALSE,FALSE,FALSE
"GPKOW","GPKOW_HUMAN","P35783","Protein GPKOW",-0.3893,1,0.474483,0.0697,0.3238,4,3,FALSE,FALSE,FALSE
"DDX50","DDX50_HUMAN","P56694","Protein DDX50",0.9529,1,0.496184,0,0.3044,3,6,FALSE,FALSE,FALSE
"GENE0853","GENE0853_HUMAN","P21063","Protein GENE0853",0.3083,0.493193,0.423639,0.0232,0.373,4,3,TRUE,TRUE,FALSE
"GENE0014","GENE0014_HUMAN","P64053","Protein GENE0014",1.2298,0.890774,0.859486,0,0.0658,4,4,FALSE,FALSE,FALSE
"GENE2287","GENE2287_HUMAN","P82370","Protein GENE2287",-0.118,1,0.930513,0,0.0313,2,3,FALSE,FALSE,FALSE
"GENE2707","GENE2707_HUMAN","P68262","Protein GENE2707",-0.1861,0.798776,0.537051,0,0.27,3,5,FALSE,FALSE,FALSE
"GENE1582","GENE1582_HUMAN","P31601","Protein GENE1582",0.8199,0.043836,0.010237,1.9173,1.9898,4,2,TRUE,TRUE,TRUE
"GENE2637","GENE2637_HUMAN","P63552","Protein GENE2637",3.2433,0.100916,0.045512,0.762,1.3419,6,3,FALSE,FALSE,TRUE
"GENE0030","GENE0030_HUMAN","P18428","Protein GENE0030",-0.9916,1,0.675168,0,0.1706,3,6,FALSE,TRUE,FALSE
"GENE0210","GENE0210_HUMAN","P72388","Protein GENE0210",-0.2365,0.727491,0.593665,0.0141,0.2265,3,5,FALSE,FALSE,FALSE
"GENE0083","GENE0083_HUMAN","P18429","Protein GENE0083",0.0512,0.15309,0.06923,0.5685,1.1597,5,3,FALSE,FALSE,FALSE
"GENE0796","GENE0796_HUMAN","P81492","Protein GENE0796",0.9426,1,0.839855,0,0.0758,4,6,FALSE,FALSE,FALSE
"GENE0310","GENE0310_HUMAN","P61163","Protein GENE0310",4.427,0.115627,0.024814,0.9744,1.6053,6,2,FALSE,FALSE,TRUE
"GENE1380","GENE1380_HUMAN","P17852","Protein GENE1380",0.2975,1,0.388944,0,0.4101,5,6,FALSE,FALSE,FALSE
"GENE1381","GENE1381_HUMAN","P58726","Protein GENE1381",-0.1288,0.382981,0.174838,0.4366,0.7574,6,4,FALSE,FALSE,FALSE
"GENE0542","GENE0542_HUMAN","P05761","Protein GENE0542",-0.0126,1,0.486757,0.0466,0.3127,2,6,FALSE,FALSE,FALSE
"GENE0004","GENE0004_HUMAN","P08560","Protein GENE0004",-0.1693,1,0.543163,0,0.2651,6,6,FALSE,FALSE,FALSE
"GENE0757","GENE0757_HUMAN","P67485","Protein GENE0757",-0.2881,0.505032,0.196451,0.5218,0.7067,6,2,FALSE,FALSE,FALSE
"GENE1687","GENE1687_HUMAN","P22666","Protein GENE1687",-0.2255,1,0.506349,0,0.2956,4,4,FALSE,FALSE,FALSE
"NCOA2","NCOA2_HUMAN","P17831","Protein NCOA2",-0.2453,0.361331,0.116525,0.5576,0.9336,3,3,FALSE,FALSE,FALSE
"GENE1401","GENE1401_HUMAN","P28066","Protein GENE1401",-0.5335,1,0.83975,0.0249,0.0759,4,3,FALSE,TRUE,FALSE
"GENE1251","GENE1251_HUMAN","P70800","Protein GENE1251",0.1168,0.416488,0.109414,0.8137,0.9609,3,4,FALSE,FALSE,FALSE
"GENE2704","GENE2704_HUMAN","P61235","Protein GENE2704",-0.7963,1,0.932264,0,0.0305,5,6,FALSE,FALSE,FALSE
"GENE0251","GENE0251_HUMAN","P45797","Protein GENE0251",0.0595,1,0.727628,0,0.1381,4,2,FALSE,FALSE,FALSE
"GENE0318","GENE0318_HUMAN","P93521","Protein GENE0318",0.233,0.559315,0.23168,0.258,0.6351,5,4,FALSE,FALSE,FALSE
"GENE0980","GENE0980_HUMAN","P12861","Protein GENE0980",0.0056,1,0.822576,0,0.0848,6,5,FALSE,FALSE,FALSE
"GENE1311","GENE1311_HUMAN","P34180","Protein GENE1311",-0.3513,0.820197,0.489682,0,0.3101,5,2,FALSE,FALSE,FALSE
"GENE1513","GENE1513_HUMAN","P98024","Protein GENE1513",-0.3924,1,0.289622,0.1965,0.5382,3,3,FALSE,TRUE,FALSE
"GENE1735","GENE1735_HUMAN","P38282","Protein GENE1735",-0.377,1,0.343888,0,0.4636,3,2,FALSE,FALSE,FALSE
"GENE0986","GENE0986_HUMAN","P74188","Protein GENE0986",0.2915,1,0.879503,0,0.0558,3,3,FALSE,TRUE,FALSE
"GENE2083","GENE2083_HUMAN","P77393","Protein GENE2083",-1.279,0.031444,0.015368,1.5692,1.8134,3,4,FALSE,FALSE,TRUE
"GENE0538","GENE0538_HUMAN","P94579","Protein GENE0538",1.0942,1,0.843574,0,0.0739,4,6,FALSE,FALSE,FALSE
"GENE1276","GENE1276_HUMAN","P09070","Protein GENE1276",0.0985,1,0.535765,0.2089,0.271,5,6,FALSE,FALSE,FALSE
"GENE1218","GENE1218_HUMAN","P29731","Protein GENE1218",0.5572,1,0.805054,0,0.0942,5,4,FALSE,FALSE,FALSE
"GENE0587","GENE0587_HUMAN","P60134","Protein GENE0587",0.1539,1,0.881306,0,0.0549,4,4,FALSE,FALSE,FALSE
"GENE2175","GENE2175_HUMAN","P59484","Protein GENE2175",-0.08,1,0.952582,0,0.0211,4,2,FALSE,FALSE,FALSE
"GENE0459","GENE0459_HUMAN","P96604","Protein GENE0459",0.1315,1,0.996471,0,0.0015,6,3,FALSE,TRUE,FALSE
"GENE1039","GENE1039_HUMAN","P51750","Protein GENE1039",-0.5304,0.328468,0.190564,0.2022,0.72,6,4,FALSE,FALSE,FALSE
"GENE2431","GENE2431_HUMAN","P87964","Protein GENE2431",0.0305,1,0.83585,0,0.0779,3,2,FALSE,FALSE,FALSE
"GENE2840","GENE2840_HUMAN","P44249","Protein GENE2840",0.275,1,0.605536,0,0.2179,6,6,FALSE,FALSE,FALSE
"GENE2234","GENE2234_HUMAN","P65608","Protein GENE2234",-0.7489,1,0.971923,0,0.0124,4,3,FALSE,FALSE,FALSE
"GENE2172","GENE2172_HUMAN","P71711","Protein GENE2172",-0.2045,1,0.811764,0.0618,0.0906,4,5,FALSE,FALSE,FALSE
"GENE2531","GENE2531_HUMAN","P50362","Protein GENE2531",-2.8474,0.019041,0.009356,1.4534,2.0289,4,3,FALSE,FALSE,TRUE
"GENE0521","GENE0521_HUMAN","P10043","Protein GENE0521",0.3644,1,0.824512,0,0.0838,6,2,FALSE,FALSE,FALSE
"GENE0116","GENE0116_HUMAN","P53091","Protein GENE0116",-0.1231,0.599084,0.124637,0.3347,0.9044,4,4,FALSE,TRUE,FALSE
"GENE2214","GENE2214_HUMAN","P95377","Protein GENE2214",0.0788,1,0.887971,0,0.0516,4,2,FALSE,TRUE,FALSE
"GENE1143","GENE1143_HUMAN","P14737","Protein GENE1143",0.6624,0.13292,0.030823,0.9368,1.5111,3,3,FALSE,FALSE,TRUE
"GENE1092","GENE1092_HUMAN","P00583","Protein GENE1092",0.0696,1,0.997141,0,0.0012,4,4,FALSE,FALSE,FALSE
"GENE0844","GENE0844_HUMAN","P71908","Protein GENE0844",0.3465,1,0.773806,0,0.1114,6,2,FALSE,FALSE,FALSE
"GENE1166","GENE1166_HUMAN","P60806","Protein GENE1166",-0.3756,1,0.850074,0,0.0705,5,6,FALSE,FALSE,FALSE
"GENE2299","GENE2299_HUMAN","P36411","Protein GENE2299",2.1392,0.102734,0.033268,1.2274,1.478,2,3,FALSE,FALSE,TRUE
"GENE1201","GENE1201_HUMAN","P57617","Protein GENE1201",-0.0873,0.715983,0.148068,0.373,0.8295,6,6,FALSE,FALSE,FALSE
"GENE0204","GENE0204_HUMAN","P47358","Protein GENE0204",-2.6414,0.077075,0.044682,0.8888,1.3499,3,4,FALSE,FALSE,TRUE
"GENE2484","GENE2484_HUMAN","P24187","Protein GENE2484",0.0078,1,0.3605,0.2991,0.4431,6,4,FALSE,FALSE,FALSE
"GENE0308","GENE0308_HUMAN","P79941","Protein GENE0308",-0.3134,0.224268,0.158736,0.206,0.7993,2,4,FALSE,FALSE,FALSE
"GENE0692","GENE0692_HUMAN","P51950","Protein GENE0692",-4.0893,0.130142,0.028174,1.1165,1.5502,6,6,FALSE,FALSE,TRUE
"GENE2125","GENE2125_HUMAN","P36359","Protein GENE2125",0.2222,1,0.875501,0,0.0577,5,2,FALSE,TRUE,FALSE
"GENE2854","GENE2854_HUMAN","P45250","Protein GENE2854",0.0483,1,0.45675,0.0723,0.3403,6,3,FALSE,FALSE,FALSE
"GENE2391","GENE2391_HUMAN","P23837","Protein GENE2391",1.6728,0.11592,0.029317,1.0477,1.5329,3,3,FALSE,FALSE,TRUE
"GENE0186","GENE0186_HUMAN","P35143","Protein GENE0186",0.5217,1,0.547754,0,0.2614,4,2,FALSE,FALSE,FALSE
"GENE2539","GENE2539_HUMAN","P37402","Protein GENE2539",-0.5286,0.482418,0.258266,0.1041,0.5879,5,2,FALSE,FALSE,FALSE
"GENE0050","GENE0050_HUMAN","P25546","Protein GENE0050",-0.5214,0.737879,0.226349,0,0.6452,5,6,FALSE,FALSE,FALSE
"GENE2449","GENE2449_HUMAN","P12216","Protein GENE2449",0.639,0.682556,0.300858,0,0.5216,5,3,FALSE,FALSE,FALSE
"GENE0788","GENE0788_HUMAN","P39518","Protein GENE0788",0.4489,1,0.884193,0,0.0535,4,4,FALSE,FALSE,FALSE
"GENE1771","GENE1771_HUMAN","P56701","Protein GENE1771",0.1456,1,0.563016,0.2321,0.2495,5,2,FALSE,FALSE,FALSE
"GENE2603","GENE2603_HUMAN","P45457","Protein GENE2603",-0.1177,0.166284,0.103888,0.9424,0.9834,3,5,FALSE,FALSE,FALSE
"GENE2461","GENE2461_HUMAN","P75753","Protein GENE2461",-3.854,0.090588,0.026565,1.0541,1.5757,3,3,FALSE,TRUE,TRUE
"GENE2052","GENE2052_HUMAN","P20749","Protein GENE2052",0.1382,1,0.553791,0,0.2567,3,3,FALSE,FALSE,FALSE
"GENE0683","GENE0683_HUMAN","P07253","Protein GENE0683",0.1008,0.822256,0.434306,0,0.3622,3,6,FALSE,FALSE,FALSE
"GENE1452","GENE1452_HUMAN","P23426","Protein GENE1452",-0.5448,1,0.635066,0,0.1972,6,4,FALSE,FALSE,FALSE
"GENE2824","GENE2824_HUMAN","P99283","Protein GENE2824",0.0485,1,0.696969,0,0.1568,6,5,FALSE,FALSE,FALSE
"GENE1220","GENE1220_HUMAN","P58106","Protein GENE1220",0.3188,0.092664,0.063516,1.0629,1.1971,4,2,FALSE,TRUE,FALSE
"GENE2644","GENE2644_HUMAN","P01683","Protein GENE2644",-0.1205,1,0.918907,0,0.0367,3,2,FALSE,FALSE,FALSE
"GENE2040","GENE2040_HUMAN","P26847","Protein GENE2040",0.3669,1,0.673711,0,0.1715,3,6,FALSE,FALSE,FALSE
"GENE1443","GENE1443_HUMAN","P55315","Protein GENE1443",0.2273,0.62148,0.284044,0.0342,0.5466,5,2,FALSE,FALSE,FALSE
"GENE2467","GENE2467_HUMAN","P41024","Protein GENE2467",-0.2799,0.958102,0.55512,0.1328,0.2556,2,4,FALSE,FALSE,FALSE
"GENE1343","GENE1343_HUMAN","P08277","Protein GENE1343",4.0843,0.049264,0.022519,1.0366,1.6475,5,5,FALSE,FALSE,TRUE
"GENE2389","GENE2389_HUMAN","P68950","Protein GENE2389",-2.1097,0.13003,0.031313,0.8527,1.5043,4,5,FALSE,FALSE,TRUE
"GENE2392","GENE2392_HUMAN","P29372","Protein GENE2392",-0.224,0.106671,0.098566,0.4018,1.0063,5,5,FALSE,FALSE,FALSE
"GENE0708","GENE0708_HUMAN","P39313","Protein GENE0708",0.1706,1,0.586061,0,0.2321,6,3,FALSE,FALSE,FALSE
"GENE2580","GENE2580_HUMAN","P95369","Protein GENE2580",4.445,0.011544,0.006563,1.6937,2.1829,5,4,FALSE,FALSE,TRUE
"GENE2881","GENE2881_HUMAN","P84806","Protein GENE2881",-0.644,1,0.777269,0,0.1094,5,3,FALSE,FALSE,FALSE
"GENE0807","GENE0807_HUMAN","P14589","Protein GENE0807",-0.2795,1,0.504693,0,0.297,6,2,FALSE,FALSE,FALSE
"GENE1501","GENE1501_HUMAN","P06981","Protein GENE1501",3.9586,0.005768,0.003081,2.4228,2.5113,2,6,FALSE,FALSE,TRUE
"GENE1951","GENE1951_HUMAN","P61505","Protein GENE1951",-0.5985,1,0.688071,0,0.1624,6,4,FALSE,FALSE,FALSE
"GENE2275","GENE2275_HUMAN","P46254","Protein GENE2275",1.0335,0.719831,0.279802,0.2119,0.5531,5,6,FALSE,FALSE,FALSE
"GENE1077","GENE1077_HUMAN","P77379","Protein GENE1077",-0.2066,1,0.939116,0,0.0273,4,2,FALSE,FALSE,FALSE
"GENE2033","GENE2033_HUMAN","P94854","Protein GENE2033",-0.5173,1,0.781993,0,0.1068,5,2,FALSE,FALSE,FALSE
"GENE1722","GENE1722_HUMAN","P86637","Protein GENE1722",0.6415,0.668947,0.185645,0.3104,0.7313,6,4,FALSE,FALSE,FALSE
"GENE2027","GENE2027_HUMAN","P19729","Protein GENE2027",-1.5775,0.050366,0.011234,1.8208,1.9495,4,4,FALSE,FALSE,TRUE
"GENE1608","GENE1608_HUMAN","P88671","Protein GENE1608",0.698,1,0.536839,0,0.2702,6,4,FALSE,FALSE,FALSE
"GENE0034","GENE0034_HUMAN","P45934","Protein GENE0034",-0.1425,1,0.538316,0,0.269,4,3,FALSE,FALSE,FALSE
"GENE0933","GENE0933_HUMAN","P73370","Protein GENE0933",0.2823,0.495708,0.272578,0.2271,0.5645,5,5,TRUE,FALSE,FALSE
"GENE2161","GENE2161_HUMAN","P03525","Protein GENE2161",0.9696,1,0.631548,0,0.1996,5,6,FALSE,TRUE,FALSE
"GENE1208","GENE1208_HUMAN","P08535","Protein GENE1208",-0.0031,0.93159,0.504799,0,0.2969,2,6,TRUE,FALSE,FALSE
"GENE1275","GENE1275_HUMAN","P82361","Protein GENE1275",-0.1284,1,0.708726,0,0.1495,4,5,FALSE,FALSE,FALSE
"GENE2898","GENE2898_HUMAN","P70565","Protein GENE2898",-0.2189,1,0.428035,0.3199,0.3685,3,4,FALSE,FALSE,FALSE
"GENE0067","GENE0067_HUMAN","P47808","Protein GENE0067",0.3523,1,0.774801,0,0.1108,2,3,FALSE,FALSE,FALSE
"GENE1062","GENE1062_HUMAN","P96484","Protein GENE1062",2.1597,0.135317,0.029482,1.1144,1.5304,6,4,FALSE,FALSE,TRUE
"GENE1812","GENE1812_HUMAN","P68960","Protein GENE1812",-0.1763,1,0.670341,0.0439,0.1737,4,4,TRUE,FALSE,FALSE
"GENE0341","GENE0341_HUMAN","P87304","Protein GENE0341",-0.7729,1,0.479058,0.1299,0.3196,4,4,FALSE,FALSE,FALSE
"GENE0214","GENE0214_HUMAN","P11037","Protein GENE0214",-0.7604,1,0.339921,0,0.4686,4,6,FALSE,FALSE,FALSE
"GENE2300","GENE2300_HUMAN","P45246","Protein GENE2300",-0.0899,1,0.639057,0,0.1945,3,4,FALSE,FALSE,FALSE
"GENE1423","GENE1423_HUMAN","P06571","Protein GENE1423",-0.0605,1,0.559256,0,0.2524,2,6,TRUE,TRUE,FALSE
"GENE1364","GENE1364_HUMAN","P56381","Protein GENE1364",-0.1213,1,0.818611,0,0.0869,5,4,FALSE,FALSE,FALSE
"GENE0520","GENE0520_HUMAN","P40300","Protein GENE0520",-0.226,1,0.476877,0,0.3216,5,3,FALSE,FALSE,FALSE
"GENE2862","GENE2862_HUMAN","P73345","Protein GENE2862",-0.0744,1,0.533531,0,0.2728,5,3,FALSE,FALSE,FALSE
"GENE2100","GENE2100_HUMAN","P32395","Protein GENE2100",-0.4678,0.497442,0.420355,0,0.3764,4,3,FALSE,FALSE,FALSE
"GENE0736","GENE0736_HUMAN","P08527","Protein GENE0736",0.5093,1,0.618505,0,0.2087,4,2,FALSE,FALSE,FALSE
"GENE2200","GENE2200_HUMAN","P17023","Protein GENE2200",0.3253,0.604728,0.207181,0.0219,0.6836,4,4,FALSE,FALSE,FALSE
"GENE2425","GENE2425_HUMAN","P13992","Protein GENE2425",-0.2661,0.753217,0.318887,0.2668,0.4964,5,4,FALSE,FALSE,FALSE
"GENE1566","GENE1566_HUMAN","P87922","Protein GENE1566",-0.8202,1,0.931351,0,0.0309,5,5,FALSE,FALSE,FALSE
"GENE0098","GENE0098_HUMAN","P21295","Protein GENE0098",0.1621,1,0.788104,0,0.1034,3,5,FALSE,FALSE,FALSE
"GENE0102","GENE0102_HUMAN","P62263","Protein GENE0102",0.7516,0.891055,0.810326,0,0.0913,2,5,FALSE,FALSE,FALSE
"GENE2608","GENE2608_HUMAN","P44259","Protein GENE2608",0.1832,1,0.603248,0,0.2195,5,3,FALSE,FALSE,FALSE
"GENE0104","GENE0104_HUMAN","P86475","Protein GENE0104",-0.2836,1,0.444475,0,0.3522,2,3,FALSE,TRUE,FALSE
"GENE0302","GENE0302_HUMAN","P81167","Protein GENE0302",1.1555,0.043937,0.038157,0.8316,1.4184,2,4,FALSE,FALSE,TRUE
"GENE0637","GENE0637_HUMAN","P27589","Protein GENE0637",0.659,0.711144,0.294604,0.3254,0.5308,5,3,FALSE,TRUE,FALSE
"GENE0922","GENE0922_HUMAN","P58157","Protein GENE0922",-0.0874,1,0.532943,0,0.2733,2,6,FALSE,FALSE,FALSE
"GENE1502","GENE1502_HUMAN","P97288","Protein GENE1502",1.5058,0.156952,0.043007,0.9648,1.3665,3,6,FALSE,TRUE,TRUE
"GENE0801","GENE0801_HUMAN","P67230","Protein GENE0801",-2.7728,0.018566,0.004201,1.8295,2.3767,5,6,FALSE,FALSE,TRUE
"GENE1207","GENE1207_HUMAN","P07726","Protein GENE1207",0.321,0.595395,0.26398,0,0.5784,4,2,FALSE,FALSE,FALSE
"GENE2463","GENE2463_HUMAN","P00374","Protein GENE2463",0.6645,1,0.465056,0,0.3325,5,2,FALSE,FALSE,FALSE
"GENE2248","GENE2248_HUMAN","P80713","Protein GENE2248",-0.3213,1,0.494287,0,0.306,3,6,FALSE,FALSE,FALSE
"GENE0468","GENE0468_HUMAN","P58088","Protein GENE0468",-0.8247,1,0.380845,0.3309,0.4193,2,4,FALSE,TRUE,FALSE
"GENE2891","GENE2891_HUMAN","P59631","Protein GENE2891",-0.3441,1,0.401738,0,0.3961,5,2,FALSE,FALSE,FALSE
